x, y
14, 96.35765741155777
13.004726042348045, 64.56953377311929
11.984877320700747, 61.58944691833969
11.001890510684145, 339.7350929697422
10.006616084307554, 315.8940570824265
8.999054979020245, 175.82781493028546
7.991492936283664, 67.54969641658309
6.996218978631709, 34.76821049321808
5.988657873344403, 20.860911138193934
5.005671063327799, 17.880824283414405
3.9858218729558637, 15.894023924877068
3.002835062939262, 12.913937070097539
2.007561105287307, 10.927136711560198
0.9877119149153728, 9.933774426633736
