,Station,Flux µmol.m**-2.hour**-1
0,S01,0.13374291620669945
1,S01B,0.28123427900797726
2,S04,0.32366951759317475
3,S09,0.7331483851165432
4,S12,1.0438408864493465
5,S15,0.8196851642266431
6,S15B,1.344506764214892
7,S22,1.5103309675724936
8,S22B,3.071796076714182
9,T01,0.4497346738195694
10,T02,-999
11,T04,0.4473051295159727
12,T05,-999
13,T06,0.4920493756692264
14,T07,0.39606678208830676
